0.0	0.0
0.079	1.391
1.079	3.571
2.079	4.465
3.079	5.205
4.079	3.574
5.08	6.154
6.08	3.94
7.079	5.191
8.08	6.084
9.079	6.135
10.079	6.585
11.079	6.136
12.079	4.554
13.08	6.658
14.079	7.253
15.079	7.514
16.079	3.82
17.079	3.496
18.08	7.73
19.079	7.812
20.079	7.724
21.079	4.887
22.08	3.403
23.079	8.084
24.079	7.224
25.079	7.506
26.079	4.198
27.079	4.028
28.079	7.108
29.079	7.388
30.079	7.458
31.08	4.082
32.079	2.985
33.08	7.355
34.079	7.456
35.079	7.466
36.079	4.643
37.08	3.794
38.079	6.635
39.08	7.461
40.079	7.712
41.079	3.553
42.079	3.992
43.08	7.307
44.079	4.855
45.079	4.432
46.08	3.55
47.079	5.078
48.079	5.9
49.08	3.404
50.079	4.401
51.079	2.272
52.079	4.5
53.079	3.268
54.079	4.072
55.079	4.541
56.079	4.067
57.079	4.524
58.079	7.278
59.08	7.508
60.079	6.895
61.079	4.592
62.079	3.436
63.079	7.244
64.079	7.514
65.079	7.558
66.079	6.524
67.079	3.628
68.079	7.734
69.08	7.614
70.08	7.439
71.079	5.272
72.079	4.623
73.08	4.867
74.079	7.67
75.079	7.339
76.08	5.97
77.079	3.592
78.079	6.748
79.079	7.626
80.079	7.96
81.079	5.768
82.08	3.13
83.08	4.04
84.08	3.472
85.08	3.667
86.079	3.658
87.079	3.72
88.079	3.907
89.079	3.968
90.08	4.476
91.079	5.12
92.079	5.655
93.079	4.339
94.079	5.684
95.079	7.389
96.08	7.454
97.079	8.766
98.08	5.885
99.079	7.741
100.08	7.915
101.08	4.968
102.079	6.823
103.08	4.975
104.08	6.448
105.079	7.997
106.079	7.645
107.08	6.719
108.079	7.085
109.079	10.642
110.08	10.577
111.079	9.252
112.079	10.138
113.08	10.24
114.079	8.483
115.08	8.117
116.079	7.848
117.079	3.415
118.08	7.086
119.079	4.681
120.08	5.034
121.08	4.992
122.079	5.235
123.079	5.168
124.08	4.936
125.079	5.113
126.079	4.769
127.08	5.093
128.079	5.605
129.079	5.239
130.079	5.1
131.079	4.865
132.08	4.505
133.079	3.875
134.079	5.097
135.08	3.782
136.079	3.801
137.08	5.254
138.08	5.37
139.08	5.851
140.079	5.362
141.079	5.156
142.08	4.735
143.079	3.64
144.079	3.296
145.079	3.537
146.079	3.806
147.079	3.697
148.08	3.261
149.08	3.26
150.079	3.262
151.079	4.855
152.079	4.984
153.079	5.287
154.079	6.95
155.079	8.414
156.08	9.358
157.079	11.564
158.079	10.19
159.079	11.195
160.079	11.298
161.079	12.754
162.079	12.748
163.079	12.536
164.079	12.15
165.079	12.403
166.08	12.172
167.079	12.81
168.079	12.778
169.079	12.479
170.08	12.833
171.079	12.749
172.08	12.786
173.079	12.717
174.08	11.822
175.08	11.821
176.08	11.72
177.079	11.696
178.079	11.661
179.079	11.788
180.079	11.713
181.08	11.728
182.079	11.73
183.079	11.483
184.079	11.865
185.079	11.792
186.08	11.582
187.08	11.857
188.08	11.629
189.08	11.712
190.079	11.77
191.079	11.687
192.079	11.645
193.079	11.865
194.079	11.567
195.079	11.693
196.079	11.545
197.079	10.243
198.079	13.546
199.079	11.716
200.079	11.722
201.079	11.705
202.08	11.714
203.079	11.287
204.079	11.155
205.079	11.616
206.079	12.688
207.079	11.82
208.079	11.694
209.079	11.775
210.079	11.708
211.079	11.719
212.079	11.706
213.079	11.733
214.079	11.669
215.079	11.758
216.079	11.718
217.08	11.719
218.079	11.608
219.08	11.204
220.079	12.314
221.079	11.75
222.079	11.718
223.079	11.693
224.08	11.74
225.08	11.716
226.08	11.728
227.079	11.225
228.079	12.131
229.079	11.737
230.079	10.926
231.079	12.19
232.079	12.093
233.079	11.724
234.079	11.714
235.079	11.729
236.079	11.702
237.08	11.114
238.08	11.174
239.08	11.785
240.08	10.421
241.079	7.457
242.08	5.11
243.079	4.595
244.079	4.393
245.079	4.638
246.079	5.051
247.08	5.133
248.079	3.722
249.079	3.557
250.079	4.603
251.079	3.915
252.079	4.216
253.08	2.388
254.08	4.673
255.08	4.119
256.079	3.958
257.079	2.984
258.079	3.678
259.079	2.776
260.079	3.889
261.079	3.342
262.079	3.421
263.079	3.591
264.079	3.579
265.079	3.584
266.08	3.47
267.08	3.442
268.08	3.525
269.079	3.372
270.079	3.68
271.079	4.13
272.079	4.316
273.079	3.847
274.08	4.914
275.08	5.127
276.079	5.251
277.08	5.05
278.079	5.609
279.079	5.954
